plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,concentration
2863,E,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1354,26485.8,1.05967,2.01804,SAPPHIRE405X384,0,3111.5,63881.2,1.8395,2.62834,VENUS500X384,0,3272.5,33642.5,0.834965,2.48962,
2863,E,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1396,25933,1.35004,1.91416,SAPPHIRE405X384,0,3119,64079,1.90956,2.63659,VENUS500X384,0,3212.5,34282.2,0.816058,2.51859,
2863,E,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1381.5,31327.5,1.2818,1.94794,SAPPHIRE405X384,0,3162,68882.8,1.75269,2.68606,VENUS500X384,0,3303,36990.2,0.641021,2.5958,
2863,F,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1425,28179,1.4689,1.91616,SAPPHIRE405X384,0,3128.5,66243.5,1.83042,2.70706,VENUS500X384,0,3247.5,36315.2,0.7539,2.56409,
2863,F,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1337,25320,1.356,1.97036,SAPPHIRE405X384,0,3108.5,63837,1.75951,2.73436,VENUS500X384,0,3185.5,33404,0.796012,2.56678,
2863,F,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1347.5,28068,1.36004,1.95556,SAPPHIRE405X384,0,3079,64676,1.77608,2.70554,VENUS500X384,0,3221.5,34575,0.784828,2.5679,
2863,F,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1441,30635.8,1.40635,1.95455,SAPPHIRE405X384,0,3112,66406,1.54798,2.81191,VENUS500X384,0,3212.5,37294,0.654976,2.55123,
2863,G,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1407,29925,1.4417,1.94688,SAPPHIRE405X384,0,3190.5,70687.2,1.84295,2.65513,VENUS500X384,0,3246,36673.2,0.713657,2.5681,
2863,G,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1443.5,26485,0.956386,2.14234,SAPPHIRE405X384,0,3125.5,65146.5,1.45592,2.80214,VENUS500X384,0,4031.5,34046.5,1.53966,2.45757,
2863,G,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1301,27631,0.832636,2.04151,SAPPHIRE405X384,0,3078,65882.2,1.73492,2.68515,VENUS500X384,0,3212.5,34980,0.619208,2.53224,
2863,G,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1346.5,28355,1.15366,1.99336,SAPPHIRE405X384,0,3114,67760.2,1.53776,2.79392,VENUS500X384,0,3283,36288.2,0.669366,2.55624,
2863,H,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1459.5,29289.5,1.5045,1.99947,SAPPHIRE405X384,0,3147.5,67475.8,1.73715,2.74069,VENUS500X384,0,3254.5,35982.5,0.609311,2.57947,
2863,H,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1436.5,27521.2,1.17846,2.04404,SAPPHIRE405X384,0,3129.5,64812.2,1.73095,2.7276,VENUS500X384,0,3324,34067,0.59928,2.63237,
2863,H,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1451.5,31461.5,1.50795,1.84987,SAPPHIRE405X384,0,3087,71538.5,1.74311,2.64785,VENUS500X384,0,3206.5,37615.8,0.646679,2.50381,
2863,H,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1368,28870,1.31954,1.90641,SAPPHIRE405X384,0,3108.5,69632,1.39391,2.79176,VENUS500X384,0,3276.5,37232.5,0.565998,2.55007,
2863,I,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1421,27917.2,1.5226,1.93423,SAPPHIRE405X384,0,3153,65136.8,1.86703,2.69871,VENUS500X384,0,3232,35323,0.781078,2.54127,
2863,I,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1280,27434.2,1.36568,1.83688,SAPPHIRE405X384,0,2983.5,64270,1.79044,2.67483,VENUS500X384,0,3089,35181.8,0.743778,2.51978,
2863,I,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1305,31248.5,1.15844,1.95945,SAPPHIRE405X384,0,3034.5,67213.5,1.76833,2.70408,VENUS500X384,0,3116.5,38338,0.729643,2.55443,
2863,J,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1271.5,27799,1.09299,2.00214,SAPPHIRE405X384,0,3061.5,63381.8,1.88475,2.72762,VENUS500X384,0,3142,35608.2,0.832989,2.50416,
2863,J,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1337.5,26174,1.14349,2.04085,SAPPHIRE405X384,0,3084,64787,1.74197,2.71435,VENUS500X384,0,3214,33994,0.797787,2.55558,
2863,J,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1309,27421,1.23284,1.97511,SAPPHIRE405X384,0,2953.5,64552.2,1.74838,2.68398,VENUS500X384,0,3138.5,35498,0.75565,2.54733,
2863,J,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1246,29474.5,1.1854,1.87396,SAPPHIRE405X384,0,2979.5,67371.2,1.78438,2.63503,VENUS500X384,0,3111.5,38193.8,0.796904,2.50348,
2863,K,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1334,27310.5,1.11005,2.03556,SAPPHIRE405X384,0,3020.5,63924,1.73343,2.72916,VENUS500X384,0,3212,35714.8,0.777469,2.54299,
2863,K,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1478,30573.8,1.46535,2.06955,SAPPHIRE405X384,0,3139.5,60580.2,1.92163,2.68214,VENUS500X384,0,3989.5,36356.5,1.48659,2.70007,
2863,K,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1326,28759,0.93835,2.08785,SAPPHIRE405X384,0,2982.5,63395.5,1.75669,2.71358,VENUS500X384,0,3105.5,35781,0.731467,2.53725,
2863,K,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1290.5,29255.5,1.13519,1.95407,SAPPHIRE405X384,0,2914,66277,1.68718,2.62038,VENUS500X384,0,3089.5,35960.5,0.592077,2.54307,
2863,L,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1256,28659.5,0.963154,2.06484,SAPPHIRE405X384,0,3062,64163.2,1.78858,2.70734,VENUS500X384,0,3168.5,35693,0.76154,2.54094,
2863,L,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1387.5,25611.2,1.59516,1.90396,SAPPHIRE405X384,0,3051.5,62431.8,1.74789,2.73445,VENUS500X384,0,3190.5,33849.8,0.749333,2.54793,
2863,L,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1471.5,28017,1.20227,2.05392,SAPPHIRE405X384,0,2976.5,64681,1.7415,2.68895,VENUS500X384,0,3142,35264.5,0.790362,2.49897,
2863,L,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1362,31486.5,1.17171,1.99281,SAPPHIRE405X384,0,2886,67251,1.74277,2.59903,VENUS500X384,0,3052.5,39161.5,0.587995,2.52732,
2863,M,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1388,29335.2,1.50414,1.93322,SAPPHIRE405X384,0,3046.5,63300.8,1.87746,2.68788,VENUS500X384,0,3146.5,37091,0.852977,2.45785,
2863,M,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1262.5,29306.5,1.0621,1.94873,SAPPHIRE405X384,0,2961.5,63866.2,1.78454,2.66328,VENUS500X384,0,3775,36887.5,1.57286,2.36328,
2863,M,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1256.5,31593,0.803324,2.06457,SAPPHIRE405X384,0,2913.5,67747,1.77123,2.61199,VENUS500X384,0,3092.5,38897,0.615835,2.54123,
2863,N,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1263.5,28795.8,1.44958,1.92152,SAPPHIRE405X384,0,2968,65579,1.7296,2.72024,VENUS500X384,0,3022.5,36565,0.760931,2.52788,
2863,N,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1372.5,27227.8,1.46386,1.97769,SAPPHIRE405X384,0,3025.5,64913.8,1.82147,2.66833,VENUS500X384,0,3187.5,35725,0.69197,2.56907,
2863,N,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1353,27423,1.63563,1.86906,SAPPHIRE405X384,0,3034,65926,1.74953,2.62062,VENUS500X384,0,3743.5,34988,1.57308,2.3647,
2863,N,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1346.5,31683,1.27136,1.95861,SAPPHIRE405X384,0,2864,65359,1.77869,2.60951,VENUS500X384,0,3054,38850.8,0.656525,2.5351,
2863,O,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1343.5,32151,0.977798,2.03475,SAPPHIRE405X384,0,2942.5,68043.5,1.67988,2.67491,VENUS500X384,0,3072,38512,0.733787,2.49093,
2863,O,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1338,32692,0.91941,2.09993,SAPPHIRE405X384,0,3041.5,70136.5,1.69622,2.66939,VENUS500X384,0,3161,38660,0.751918,2.45116,
2863,O,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1332,33466.2,1.3526,1.89689,SAPPHIRE405X384,0,3004.5,68897.5,1.4589,2.76936,VENUS500X384,0,3269.5,41111.5,0.6737,2.50576,
2863,P,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1312,35441.2,1.09188,2.10488,SAPPHIRE405X384,0,2988.5,71619,1.76166,2.62953,VENUS500X384,0,3022,42445,0.603854,2.57118,
2863,P,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1320,33302.5,1.44405,2.00813,SAPPHIRE405X384,0,3032,66886,1.67537,2.82413,VENUS500X384,0,3124.5,39732.2,0.575924,2.67343,
2863,P,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1409,31078.5,1.7005,1.83787,SAPPHIRE405X384,0,2965,69055.2,1.68027,2.65584,VENUS500X384,0,3127.5,39746,0.621809,2.4809,
2863,P,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1351,39652.5,1.0965,1.99297,SAPPHIRE405X384,0,3149,78840.5,1.65293,2.70918,VENUS500X384,0,3279.5,46324.2,0.659936,2.50476,
2863,I,2,201000000000,17414,Pemetrexed disodium,Nc1nc(O)c2c(CCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)c[nH]c2n1,CHERRY580X384,0,1410,27618,1.41153,1.89582,SAPPHIRE405X384,0,3054.5,61978.2,1.79418,2.73594,VENUS500X384,0,3165,33524.2,0.730062,2.58147,
2863,A,2,201000000000,510,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O,CHERRY580X384,0,1438,34872.5,0.91594,2.07332,SAPPHIRE405X384,0,3197,44919.5,1.36252,3.11368,VENUS500X384,0,3380.5,36154.8,0.604607,2.70041,
2863,C,2,201000000000,978,Pyrimethamine,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,CHERRY580X384,0,1536,84829.2,1.55864,1.99634,SAPPHIRE405X384,0,3200.5,10870,5.80127,8.33162,VENUS500X384,0,3091,10072.5,3.03681,6.45353,
2863,M,2,201000000000,17412,Raltitrexed monohydrate,CN(Cc1ccc2N=C(C)NC(=O)c2c1)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHERRY580X384,0,1433.5,26737.5,1.77281,1.86035,SAPPHIRE405X384,0,3037.5,61928.5,1.77754,2.74945,VENUS500X384,0,3163,34520.5,0.609107,2.62845,
2863,O,2,201000000000,516,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHERRY580X384,0,1143,31626.8,0.743684,1.97093,SAPPHIRE405X384,0,3057,47769,1.62312,3.39465,VENUS500X384,0,3215,33755.8,0.610236,2.79692,
2863,C,14,SM_JHU-10010,21596,"THIABENDAZOLE, Tiabendazole",c1nc(cs1)-c1nc2ccccc2[nH]1,CHERRY580X384,0,1433,24906.8,1.17423,2.06481,SAPPHIRE405X384,0,3123,62314,1.80583,2.72158,VENUS500X384,0,3262.5,33023,0.877399,2.48437,
2863,E,7,SM_JHU-10042,21600,"THIOGUANINE, Thioguanosine, Thioguanine (2-amino,6-mercaptopurine)",Nc1nc(S)c2nc[nH]c2n1,CHERRY580X384,0,1329.5,25290,1.16756,1.90289,SAPPHIRE405X384,0,3077.5,62836.8,1.58393,2.74832,VENUS500X384,0,3214.5,32208.5,0.556964,2.61289,
2863,K,9,SM_JHU-10058,21606,"THIOUREA 2.5, Thiourea",NC(N)=S,CHERRY580X384,0,1255,25374.5,1.37562,1.88273,SAPPHIRE405X384,0,3000.5,62688.2,1.77468,2.67657,VENUS500X384,0,3262.5,33827.5,0.71387,2.5666,
2863,G,14,SM_JHU-10078,21608,THYMOL,CC(C)c1ccc(C)cc1O,CHERRY580X384,0,1493.5,24851.5,1.59285,1.92059,SAPPHIRE405X384,0,3130,64695.8,1.65606,2.72451,VENUS500X384,0,3318,32348,0.683456,2.58824,
2863,F,3,SM_JHU-10080,21610,THYMOPENTIN,CC(C)C(NC(=O)C(CC(O)=O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(N)=N)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,CHERRY580X384,0,1366,25023,1.56562,1.90692,SAPPHIRE405X384,0,3189.5,63380.5,1.74047,2.73066,VENUS500X384,0,3957.5,32896,1.50473,2.47908,
2863,L,5,SM_JHU-10190,21619,TIOCONAZOLE,Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,CHERRY580X384,0,1280,15101.5,1.2029,2.18497,SAPPHIRE405X384,0,3022,33127.5,1.33607,3.58865,VENUS500X384,0,3184,34508.8,0.666237,2.89439,
2863,A,15,SM_JHU-10346,21637,"TOREMIFENE, Toremifene Citrate, TOREMIPHENE CITRATE",CN(C)CCOc1ccc(cc1)C(=C(CCCl)c1ccccc1)c1ccccc1,CHERRY580X384,0,1493,30190,1.31206,1.99534,SAPPHIRE405X384,0,3224.5,67299.5,1.70845,2.77163,VENUS500X384,0,3354,37968.8,0.62971,2.61178,
2863,L,20,SM_JHU-10401,21647,"Trequinsin, TRANEXAMIC ACID",COc1cc2CCN3C(=O)N(C)C(C=C3c2cc1OC)=Nc1c(C)cc(C)cc1C,CHERRY580X384,0,1359.5,29624.8,1.65694,1.84802,SAPPHIRE405X384,0,3000.5,65956.5,1.87903,2.64978,VENUS500X384,0,3172,37471.5,0.871843,2.45765,
2863,L,7,SM_JHU-10410,21649,TRIACETIN,CC(=O)OCC(COC(C)=O)OC(C)=O,CHERRY580X384,0,1459,27618.2,1.44415,2.01556,SAPPHIRE405X384,0,3086.5,63246.5,1.77895,2.73708,VENUS500X384,0,3209.5,35337.5,0.728693,2.54345,
2863,F,7,SM_JHU-10476,21666,trifluridine,OC[C@H]1OC(C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,CHERRY580X384,0,1396.5,23168,1.26649,1.99904,SAPPHIRE405X384,0,3032,61981.2,1.55668,2.73855,VENUS500X384,0,3324,31386.8,0.777448,2.50026,
2863,C,15,SM_JHU-10591,21681,"TYLOSIN, TYLOSIN TARTRATE",CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,CHERRY580X384,0,1413,28511.5,1.02197,2.07598,SAPPHIRE405X384,0,3167,66145.8,1.77311,2.72218,VENUS500X384,0,3206.5,34137.8,0.773036,2.51179,
2863,D,21,SM_JHU-10640,21683,"VALACYCLOVIR, Valacyclovir Hydrochloride",CC(C)C(N)C(=O)OCCOCn1cnc2c1N=C(N)NC2=O,CHERRY580X384,0,1483,28588.5,1.42767,2.02343,SAPPHIRE405X384,0,3168.5,65404.8,1.79113,2.68606,VENUS500X384,0,4007,35929.5,1.56231,2.54726,
2863,D,5,SM_JHU-10730,21697,"VILOXAZINE, Viloxazine Hydrochloride",CCOc1ccccc1OCC1CNCCO1,CHERRY580X384,0,1286,23626.8,0.979308,2.03405,SAPPHIRE405X384,0,3101.5,62010,1.6911,2.7541,VENUS500X384,0,3242,32283.8,0.831406,2.52286,
2863,I,15,SM_JHU-10755,21702,VINPOCETINE,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(C23)n1c1ccccc41,CHERRY580X384,0,1432.5,24040.8,1.68355,1.87841,SAPPHIRE405X384,0,3049,62552,1.70205,2.7039,VENUS500X384,0,3226.5,32774,0.784119,2.53267,
2863,C,21,SM_JHU-10866,21715,XYLAZINE,Cc1cccc(C)c1NC1=NCCCS1,CHERRY580X384,0,1486,26867,1.28766,2.08232,SAPPHIRE405X384,0,3152.5,63997.2,1.83417,2.69792,VENUS500X384,0,3214,33820,0.591226,2.61493,
2863,N,12,SM_JHU-10908,21724,Zardaverine,COc1cc(ccc1OC(F)F)C1=NNC(=O)C=C1,CHERRY580X384,0,1385,29075,1.05295,2.09021,SAPPHIRE405X384,0,3125,62769.5,1.9402,2.72353,VENUS500X384,0,3886.5,36852.5,1.5004,2.51117,
2863,N,11,SM_JHU-1121,20206,"Benzoylpas Calcium, BENZOYLPAS",O.O.O.O.O.[CaH2].OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O.OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O,CHERRY580X384,0,1302,28128.5,1.14567,2.01839,SAPPHIRE405X384,0,3078.5,66105.2,1.88404,2.67851,VENUS500X384,0,3220,35605,0.839627,2.51547,
2863,A,22,SM_JHU-1145,20214,"Bephenium Hydroxynaphthoate, Bephenium hydroxy-naphthoate",Oc1cc2ccccc2cc1C([O-])=O.C[N+](C)(CCOc1ccccc1)Cc1ccccc1,CHERRY580X384,0,1502.5,30465,1.18316,2.04779,SAPPHIRE405X384,0,3179,67083.5,1.68514,2.72657,VENUS500X384,0,3418,37855.5,0.625931,2.58646,
2863,M,18,SM_JHU-1152,20216,"BERBERINE, Berberine Chloride, Berberine bisulfate",COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,CHERRY580X384,0,1340.5,27855.5,1.34409,2.18505,SAPPHIRE405X384,0,3059,63930.5,2.02818,2.82615,VENUS500X384,0,3214,36311.2,1.21646,2.56159,
2863,M,20,SM_JHU-1152,20216,"BERBERINE, Berberine Chloride, Berberine bisulfate",COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,CHERRY580X384,0,1242.5,26476,1.40327,2.05309,SAPPHIRE405X384,0,3031,64264.5,2.02219,2.80025,VENUS500X384,0,3129.5,36061.5,1.2339,2.50165,
2863,P,6,SM_JHU-12065,21757,Bilirubin,CC1=C(C=C)C(NC1=O)=Cc1[nH]c(Cc2[nH]c(C=C3NC(=O)C(C=C)=C3C)c(C)c2CCC(O)=O)c(CCC(O)=O)c1C,CHERRY580X384,0,1257,35732.2,1.03958,2.07111,SAPPHIRE405X384,0,3131,70584.5,1.72572,2.77024,VENUS500X384,0,3162.5,41927,0.5692,2.64218,
2863,O,11,SM_JHU-12096,21767,Cadmium Acetate,[Cd++].CC([O-])=O.CC([O-])=O,CHERRY580X384,0,1380,46225.8,1.09851,2.43241,SAPPHIRE405X384,0,3093,61470,1.37131,3.59178,VENUS500X384,0,3162.5,42103.8,0.768982,3.36642,
2863,P,14,SM_JHU-12163,21778,Conduritol,OC1C2OC2C(O)C(O)C1O,CHERRY580X384,0,1312,33565,1.25259,1.96578,SAPPHIRE405X384,0,3068,70489.2,1.76349,2.70002,VENUS500X384,0,3115.5,39201.2,0.619415,2.604,
2863,P,22,SM_JHU-12181,21780,Decoyinine,Nc1ncnc2n(cnc12)C1(CO)OC(=C)C(O)C1O,CHERRY580X384,0,1324.5,32509,1.19229,1.91009,SAPPHIRE405X384,0,3034.5,68665.8,1.7437,2.67215,VENUS500X384,0,3177.5,39257,0.831569,2.41941,
2863,N,16,SM_JHU-12341,21806,Hydroxydebrisoquin,NC(=N)N1CCc2cccc(O)c2C1,CHERRY580X384,0,1308,27085.5,1.2516,1.97103,SAPPHIRE405X384,0,3081,65665,1.61658,2.77544,VENUS500X384,0,3163,35088.2,0.776176,2.53657,
2863,N,14,SM_JHU-12359,21812,"Iodomelatonin, 2-Iodomelatonin",COc1ccc2[nH]c(I)c(CCNC(C)=O)c2c1,CHERRY580X384,0,1340.5,27426,1.30624,1.90804,SAPPHIRE405X384,0,3093,66758,1.77491,2.7029,VENUS500X384,0,3191.5,36046.5,0.733789,2.55927,
2863,G,5,SM_JHU-12405,21828,"Mercaptopurinemonohydrate, 6-Mercaptopurine monohydrate",S=C1N=CNc2nc[nH]c12,CHERRY580X384,0,1439.5,24806,1.55804,1.87188,SAPPHIRE405X384,0,3173.5,63332.5,1.70522,2.73682,VENUS500X384,0,3314,32297,0.653006,2.53977,
2863,N,4,SM_JHU-12471,21838,"Penicillin V potassium, Penicillin V potassium (Phenoxymethylpenicillinic acid potassium salt)",[K+].CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C([O-])=O,CHERRY580X384,0,1219.5,26066,1.25372,1.93927,SAPPHIRE405X384,0,3042,63789,1.81198,2.70404,VENUS500X384,0,3210,34904,0.721678,2.58588,
2863,M,8,SM_JHU-12532,21849,"Quinidine, Quinine, QUINIDINE SULFATE, QUININE SULFATE, Quinidine hydrochloride monohydrate, Quinidine sulfate dihydrate",COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1,CHERRY580X384,0,1377,27614.5,1.42541,1.94009,SAPPHIRE405X384,0,3120,64830,1.85074,2.69482,VENUS500X384,0,3220.5,35388.8,0.595381,2.61148,
2863,M,12,SM_JHU-12534,21850,Quinine bisulfate,OS(O)(=O)=O.COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1,CHERRY580X384,0,1317,28446,1.36455,1.9579,SAPPHIRE405X384,0,3141,66359,1.83223,2.69464,VENUS500X384,0,3207.5,36534.5,0.787293,2.53573,
