plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,concentration
3239,C,4,SM_JHU-3266,20605,"Dithiazanine Iodide, Dithiazanine iodide (3,3 diethylthiadicarbocyanine iodide)",CCN1C(Sc2ccccc12)=CC=CC=Cc1sc2ccccc2[n+]1CC,CHERRY580X384,0,2063,48750,0,1.94835,SAPPHIRE405X384,0,3100,61450,0.769059,2.88058,VENUS500X384,0,4516,23496,0,3.47697,
3239,C,5,SM_JHU-9564,21546,"SULFAQUINOXALINE, Sulfaquinoxaline sodium salt, SULFAQUINOXALINE SODIUM",Nc1ccc(cc1)S(=O)(=O)Nc1cnc2ccccc2n1,CHERRY580X384,0,1856,48557,0,1.78694,SAPPHIRE405X384,0,3040,63476,0.743723,2.8558,VENUS500X384,0,4474,23218,0,3.60013,
3239,C,6,SM_JHU-6026,20998,MEBENDAZOLE,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccccc1,CHERRY580X384,0,2616,46167,1.42841,1.5344,SAPPHIRE405X384,0,3064,61752,0.796293,2.84375,VENUS500X384,0,4398,24855,0,3.34817,
3239,C,7,SM_JHU-4524,20806,"GEFITINIB, Gefitinib (Iressa)",COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHERRY580X384,0,2240,46590.5,0,1.90758,SAPPHIRE405X384,0,3062,63310.5,0.934555,2.71678,VENUS500X384,0,4370,24664,0,3.30418,
3239,C,9,SM_JHU-2766,20516,"DAUNORUBICIN, Daunorubicin Hydrochloride",COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(C)=O,CHERRY580X384,0,1898,45659,0,1.96499,SAPPHIRE405X384,0,3054,59852,0.913384,2.82456,VENUS500X384,0,4863,23488,0,3.77097,
3239,C,10,SM_JHU-8492,21382,"PYRANTEL, Pyrantel Pamoate",CN1CCCN=C1C=Cc1cccs1,CHERRY580X384,0,2126,43643,0,1.8623,SAPPHIRE405X384,0,3080,61060,1.00624,2.89253,VENUS500X384,0,4465,24930.5,0,3.13994,
3239,C,12,SM_JHU-8532,21394,PYRVINIUM PAMOATE,CN(C)c1ccc2[n+](C)c(C=Cc3cc(C)n(c3C)-c3ccccc3)ccc2c1.OC(=O)c1cc2ccccc2c(Cc2c(O)c(cc3ccccc23)C(O)=O)c1O,CHERRY580X384,0,2258,47032,0,2.05124,SAPPHIRE405X384,0,3333,62575.5,0.82698,2.82454,VENUS500X384,0,4572,25350.5,0,3.32739,
3239,C,13,SM_JHU-3114,20580,DIHYDROTACHYSTEROL,CC(C)C(C)C=CC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CCC1C,CHERRY580X384,0,1934,42802.5,0,1.81135,SAPPHIRE405X384,0,3077,60625,0.815313,2.80336,VENUS500X384,0,4353,23612,0,3.3168,
3239,C,14,SM_JHU-10010,21596,"THIABENDAZOLE, Tiabendazole",c1nc(cs1)-c1nc2ccccc2[nH]1,CHERRY580X384,0,1878,42854,0,1.77309,SAPPHIRE405X384,0,3168,61041,1.05746,2.69209,VENUS500X384,0,4410,22839,0,3.41155,
3239,C,15,SM_JHU-10591,21681,"TYLOSIN, TYLOSIN TARTRATE",CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,CHERRY580X384,0,1991,42443,0,1.94088,SAPPHIRE405X384,0,3078,62024,1.18147,2.65294,VENUS500X384,0,4435,23846,0,3.37879,
3239,C,16,SM_JHU-8975,21458,"SANTONIN, Santonin'alpha-",CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,CHERRY580X384,0,1927,40461,0,1.96018,SAPPHIRE405X384,0,3112,60775,1.00006,2.76279,VENUS500X384,0,4332,23718,0,3.20585,
3239,C,17,SM_JHU-6551,21102,"MITOXANTRONE, Mitoxantrone Hydrochloride, Mitoxantrone dihydrochloride, MITOXANTHRONE HYDROCHLORIDE",OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,CHERRY580X384,0,1532,1166,0,10000000,SAPPHIRE405X384,0,2453,2612.5,4.88444,25.6865,VENUS500X384,0,3655,2488,0,10000000,
3239,C,18,SM_JHU-5450,20927,IVERMECTIN,COC1CC(OC2C(C)OC(CC2OC)OC2C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)OC(C)CC5(CCC(C)CO5)OC(C)CC=C2C)C34O)OC(C)C1O,CHERRY580X384,0,2063,46440.5,0,1.83818,SAPPHIRE405X384,0,3112,62532,1.13599,2.68179,VENUS500X384,0,4459,25047,0,3.38066,
3239,C,19,SM_JHU-5633,20946,LETROZOLE,N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1,CHERRY580X384,0,1877,44758,0,1.85674,SAPPHIRE405X384,0,3147,62160,1.0011,2.87564,VENUS500X384,0,4415,24834,0,3.29756,
3239,C,20,SM_JHU-8260,21341,PRAZIQUANTEL,O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1,CHERRY580X384,0,2153,45125.5,0,1.93263,SAPPHIRE405X384,0,3152,63202.5,0.992452,2.70944,VENUS500X384,0,4548,25218,0,3.28617,
3239,C,21,SM_JHU-10866,21715,XYLAZINE,Cc1cccc(C)c1NC1=NCCCS1,CHERRY580X384,0,2404,47918,1.62556,1.21384,SAPPHIRE405X384,0,3102,63550.5,0.928141,2.72089,VENUS500X384,0,4478,25926.5,0,3.28853,
3239,C,22,SM_JHU-7300,21214,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c(cc2N1)N(=O)=O,CHERRY580X384,0,1926,47381,0,1.85126,SAPPHIRE405X384,0,3124,64473,0.916771,2.72154,VENUS500X384,0,4425,25744.5,0,3.28304,
3239,C,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2249,49376.5,0,1.96913,SAPPHIRE405X384,0,3177,65135,0.774249,2.80395,VENUS500X384,0,4666,26452,0,3.41531,
3239,C,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2004,50968,0,1.81793,SAPPHIRE405X384,0,3036,64479,0.554432,2.89056,VENUS500X384,0,4536,27123,0,3.26692,
3239,D,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1920,50857.5,0,2.01411,SAPPHIRE405X384,0,3020,63197,0.661576,2.88132,VENUS500X384,0,4265,26192,0,3.44881,
3239,D,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2356,47921.5,0,2.15469,SAPPHIRE405X384,0,3109,62269,0.911184,2.7658,VENUS500X384,0,4464,25165.5,0,3.40509,
3239,D,3,SM_JHU-718,20143,Apramycin,CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC1OC(CO)C(N)C(O)C1O,CHERRY580X384,0,2223,44822,0,2.00888,SAPPHIRE405X384,0,3076,61879.5,0.888756,2.73152,VENUS500X384,0,4623,24965,0,3.40977,
3239,D,4,SM_JHU-6780,21136,Naproxol,COc1ccc2cc(ccc2c1)C(C)CO,CHERRY580X384,0,2306,48106,0,2.1053,SAPPHIRE405X384,0,3173,62163,0.860458,2.78582,VENUS500X384,0,4551,25986.5,0,3.35702,
3239,D,5,SM_JHU-10730,21697,"VILOXAZINE, Viloxazine Hydrochloride",CCOc1ccccc1OCC1CNCCO1,CHERRY580X384,0,2271,46948.5,1.27578,1.48288,SAPPHIRE405X384,0,3178,62863,1.042,2.73631,VENUS500X384,0,4357,24812,0,3.36294,
3239,D,6,SM_JHU-4431,20793,Furegrelate Sodium,[Na+].[O-]C(=O)c1cc2cc(Cc3cccnc3)ccc2o1,CHERRY580X384,0,2226,44297.5,1.62556,1.30426,SAPPHIRE405X384,0,3042,60677.5,0.899244,2.77086,VENUS500X384,0,4418,24346,0,3.34861,
3239,D,7,SM_JHU-5429,20923,ISOXICAM,CN1C(C(=O)Nc2cc(C)on2)=C(O)c2ccccc2S1(=O)=O,CHERRY580X384,0,1806,43632,0,1.7959,SAPPHIRE405X384,0,3073,61228.5,0.964836,2.73051,VENUS500X384,0,4387,24407,0,3.33352,
3239,D,8,SM_JHU-2027,20391,"Chloramphenicol  Succinate, Chloramphenicol Pantothenate Complex, Chloramphenicol succinate sodium salt",O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)c1ccc(cc1)N(=O)=O,CHERRY580X384,0,2122,45484.5,0,1.9298,SAPPHIRE405X384,0,3044,59787,0.933151,2.77398,VENUS500X384,0,4325,24231,0,3.35427,
3239,D,9,SM_JHU-7568,21250,PENCICLOVIR,NC1=Nc2c(ncn2CCC(CO)CO)C(=O)N1,CHERRY580X384,0,2012,44752,0,1.88744,SAPPHIRE405X384,0,3050,60589,0.890354,2.78751,VENUS500X384,0,4460,25154.5,0,3.29426,
3239,D,10,SM_JHU-361,20078,"ALRESTATIN, Alrestatin Sodium",OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23,CHERRY580X384,0,1921,43945.5,0,1.82994,SAPPHIRE405X384,0,3113,62241.5,0,3.07857,VENUS500X384,0,4384,24489.5,0,3.32924,
3239,D,11,SM_JHU-8738,21416,RIBAVIRIN,NC(=O)c1ncn(n1)C1OC(CO)C(O)C1O,CHERRY580X384,0,2092,42730,0,1.86741,SAPPHIRE405X384,0,3228,61010,1.15621,2.73859,VENUS500X384,0,4461,24079,0,3.38896,
3239,D,12,SM_JHU-8323,21351,"PROADIFEN, Proadifen Hydrochloride, PROADIFEN HYDROCHLORIDE
[SKF-525",CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,CHERRY580X384,0,1888,42558,0,1.9225,SAPPHIRE405X384,0,3117,60231.5,1.09315,2.74333,VENUS500X384,0,4416,23972,0,3.3453,
3239,D,13,SM_JHU-8767,21423,"RIMANTADINE, Flumadine, Rimantadine Hydrochloride, Rimantadine (1-(1-Adamantyl)ethylamine Hydrochloride)",CC(N)C12CC3CC(CC(C3)C1)C2,CHERRY580X384,0,1892,43156,0,1.84319,SAPPHIRE405X384,0,3131,61252.5,0.945188,2.76893,VENUS500X384,0,4268,23875.5,0,3.33814,
3239,D,14,SM_JHU-3098,20575,"DIFLUCORTOLONE, Diflucortolone Pivalate",CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,CHERRY580X384,0,1997,43246,1.62556,1.15681,SAPPHIRE405X384,0,3061,61145.5,0.959378,2.87574,VENUS500X384,0,4498,24621,0,3.35957,
3239,D,15,SM_JHU-6028,20999,"MEBEVERINE, Mebeverine Hydrochloride, MEBEVERINE HYDROCHLORIDE (Colofac)",CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CHERRY580X384,0,2136,41316,0,1.94602,SAPPHIRE405X384,0,3125,61099,0.827351,2.79547,VENUS500X384,0,4493,24021,0,3.35723,
3239,D,17,SM_JHU-8618,21407,"Racephedrine Hydrochloride, Racephedrine",Cl.CNC(C)C(O)c1ccccc1,CHERRY580X384,0,1922,42526,0,1.86798,SAPPHIRE405X384,0,3044,60681.5,0.88687,2.80554,VENUS500X384,0,4230,24000,0,3.30302,
3239,D,18,SM_JHU-2637,20496,CYCLACILLIN,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(O)=O,CHERRY580X384,0,2144,42648,0,2.05479,SAPPHIRE405X384,0,3131,61468,1.1207,2.72567,VENUS500X384,0,4470,24339.5,0,3.358,
3239,D,19,SM_JHU-9557,21543,SULFANITRAN,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)N(=O)=O,CHERRY580X384,0,2201,44250.5,1.48587,1.3483,SAPPHIRE405X384,0,3118,60724,1.00569,2.73994,VENUS500X384,0,4506,24764.5,0,3.31288,
3239,D,20,SM_JHU-2749,20514,"DAPSONE, DDS, Dapsone (4-aminophenyl sulfone, 4,4'-Diaminodiphenyl sulfone)",Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,CHERRY580X384,0,1896,44098,0,1.99875,SAPPHIRE405X384,0,3058,64032,0.754599,2.82985,VENUS500X384,0,4302,22380,0,3.33785,
3239,D,21,SM_JHU-10640,21683,"VALACYCLOVIR, Valacyclovir Hydrochloride",CC(C)C(N)C(=O)OCCOCn1cnc2c1N=C(N)NC2=O,CHERRY580X384,0,2250,45248,0,1.93963,SAPPHIRE405X384,0,3150,64764.5,0.98186,2.68964,VENUS500X384,0,4534,25526.5,0,3.37289,
3239,D,22,SM_JHU-7007,21176,Nitromide,NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,CHERRY580X384,0,2039,48121.5,0,1.87233,SAPPHIRE405X384,0,3101,63744,0.865916,2.75322,VENUS500X384,0,4441,25499,0,3.34376,
3239,D,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2098,48736,0,1.94503,SAPPHIRE405X384,0,3120,63136,0.837933,2.79812,VENUS500X384,0,4362,25788,0,3.34378,
3239,D,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2118,48826,0,1.88441,SAPPHIRE405X384,0,3126,66495,0.568705,2.86633,VENUS500X384,0,4540,26730,0,3.46527,
3239,E,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2130,47872,0,1.93665,SAPPHIRE405X384,0,3165,65587,0.89882,2.75012,VENUS500X384,0,4345,25952,0,3.32672,
3239,E,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2134,46764.5,0,1.94732,SAPPHIRE405X384,0,3167,63278,0.999435,2.75153,VENUS500X384,0,4361,24873,0,3.39515,
3239,E,4,SM_JHU-143,20039,"Acriflavine, ACRIFLAVINIUM HYDROCHLORIDE, Acriflavine hydrochloride, Acriflavine (ACRIFLAVINIUM HYDROCHLORIDE)",Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12,CHERRY580X384,0,2397,128819,0,2.16474,SAPPHIRE405X384,0,33398,106301,6.17795,6.69445,VENUS500X384,0,9343,50330.5,0.776643,4.79288,
