plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,concentration
2845,C,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2268,61688,0,1.85527,SAPPHIRE405X384,0,3843,77599,0.538996,2.66129,VENUS500X384,0,4829,56244,0,2.38224,
2845,C,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2244,57864,0,1.84498,SAPPHIRE405X384,0,3785,77496,0.573922,2.62854,VENUS500X384,0,4648,54778,0,2.34971,
2845,C,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2453,60639,0.680172,1.68892,SAPPHIRE405X384,0,3641,78617,0.559631,2.57805,VENUS500X384,0,4755,56193,0,2.3502,
2845,D,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2367,58956,0.566261,1.73197,SAPPHIRE405X384,0,3852,76312,0.566527,2.66602,VENUS500X384,0,4798,54739,0,2.40678,
2845,D,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2183,58311,0,1.89761,SAPPHIRE405X384,0,3913,75150,0.555795,2.70837,VENUS500X384,0,4820,53432,0,2.42165,
2845,D,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2372,57282,0.788466,1.65715,SAPPHIRE405X384,0,3777,73757,0.618906,2.66754,VENUS500X384,0,4866,53431,0,2.42443,
2845,D,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2207,58860,0.757683,1.59239,SAPPHIRE405X384,0,3810,77554.5,0.602646,2.62505,VENUS500X384,0,4697,56796,0,2.35968,
2845,E,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2011,59889,0,1.79348,SAPPHIRE405X384,0,3868,76260,0.60548,2.6462,VENUS500X384,0,4852,55127.5,0,2.39278,
2845,E,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2167,58093,0.842293,1.56968,SAPPHIRE405X384,0,3876,75290,0.650406,2.66177,VENUS500X384,0,4811,53783,0,2.41429,
2845,E,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2105,57121,0,1.85429,SAPPHIRE405X384,0,3705,77295,0.589562,2.59406,VENUS500X384,0,4721,55147,0,2.39776,
2845,E,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2056,58058.5,0,1.88181,SAPPHIRE405X384,0,3712,78177,0.522811,2.64514,VENUS500X384,0,4624,55274,0,2.39415,
2845,F,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2290,57542,1.19223,1.41511,SAPPHIRE405X384,0,3897,77239,0.621219,2.65988,VENUS500X384,0,4702,53312,0,2.39905,
2845,F,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2208,55245,0.677781,1.6804,SAPPHIRE405X384,0,3946,74507,0.617118,2.70722,VENUS500X384,0,4780,52568,0,2.43019,
2845,F,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2162,56778,0,1.95836,SAPPHIRE405X384,0,3780,74188,0.701108,2.64262,VENUS500X384,0,4751,53470,0,2.40279,
2845,F,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2152,59503,0,1.85368,SAPPHIRE405X384,0,3659,79739.5,0.494286,2.58825,VENUS500X384,0,4841,56020,0,2.41959,
2845,G,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2339,57499,0,2.00228,SAPPHIRE405X384,0,3896,77493,0.573676,2.65321,VENUS500X384,0,4809,53247,0,2.35629,
2845,G,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2319,55308,1.00864,1.53048,SAPPHIRE405X384,0,4018,75024,0.681115,2.68124,VENUS500X384,0,5041,52884,0,2.43868,
2845,G,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2276,55948,0.824084,1.5957,SAPPHIRE405X384,0,3750,75113,0.553606,2.64202,VENUS500X384,0,4827,52980,0,2.43632,
2845,G,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2372,59548,0,1.89883,SAPPHIRE405X384,0,4289,77371,0.727483,2.74385,VENUS500X384,0,4836,56932,0,2.39704,
2845,H,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2214,58346.5,0,1.95211,SAPPHIRE405X384,0,3925,76472,0.596239,2.69829,VENUS500X384,0,4830,54470,0,2.40144,
2845,H,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2172,57164,0.563261,1.66653,SAPPHIRE405X384,0,3897,74163,0.662733,2.66052,VENUS500X384,0,4866,52003,0.570195,2.19058,
2845,H,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1888,58858.5,0,1.7269,SAPPHIRE405X384,0,3671,75178,0.522522,2.64663,VENUS500X384,0,4674,54476,0,2.38811,
2845,H,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2044,60936,1.03879,1.43621,SAPPHIRE405X384,0,3920,78307.5,0.534794,2.69941,VENUS500X384,0,4871,57571,0,2.44517,
2845,I,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2151,59679,0.653357,1.67477,SAPPHIRE405X384,0,3664,71217,0.619698,2.6838,VENUS500X384,0,4646,53775,0.610527,2.13618,
2845,I,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1974,54589,0,1.89253,SAPPHIRE405X384,0,3678,72483,0.666383,2.63628,VENUS500X384,0,4765,52984,0,2.42772,
2845,I,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1837,59975.5,0,1.77897,SAPPHIRE405X384,0,3730,71796,0.584544,2.73166,VENUS500X384,0,4659,57264,0,2.45071,
2845,J,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1967,60311,0,1.76313,SAPPHIRE405X384,0,3704,71644,0.577633,2.71641,VENUS500X384,0,4644,53780,0,2.45503,
2845,J,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2077,56571.5,0.84302,1.59784,SAPPHIRE405X384,0,3819,70651,0.750821,2.69814,VENUS500X384,0,4823,53180,0.571571,2.20773,
2845,J,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2248,56126,0.888468,1.60454,SAPPHIRE405X384,0,3761,73536,0.547229,2.69689,VENUS500X384,0,4728,53324,0.567769,2.18209,
2845,J,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1898,58573.5,0,1.83833,SAPPHIRE405X384,0,3710,73828,0.601203,2.68599,VENUS500X384,0,4566,57019,0,2.44627,
2845,K,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1944,59615,0,1.801,SAPPHIRE405X384,0,4068,76687,0.630265,2.72281,VENUS500X384,0,4639,53752.5,0,2.39306,
2845,K,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2214,56093,0.740041,1.60546,SAPPHIRE405X384,0,3812,74076.5,0.619674,2.65487,VENUS500X384,0,4809,52110,0.571323,2.22605,
2845,K,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1992,56888,0.731659,1.55353,SAPPHIRE405X384,0,3636,72244,0.553428,2.65486,VENUS500X384,0,4579,54519.5,0,2.42237,
2845,K,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1619,58260,0,1.58963,SAPPHIRE405X384,0,3634,71940,0.543825,2.69195,VENUS500X384,0,4503,57013,0,2.4062,
2845,L,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2131,60141,0,1.86254,SAPPHIRE405X384,0,3682,73942,0.616654,2.65665,VENUS500X384,0,4516,53189.5,0,2.39814,
2845,L,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2136,56367,0.74776,1.57252,SAPPHIRE405X384,0,3772,73300.5,0.562662,2.69131,VENUS500X384,0,4796,53430,0.602133,2.17518,
2845,L,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1808,56651,0,1.77,SAPPHIRE405X384,0,3569,70822.5,0.637161,2.62516,VENUS500X384,0,4565,54747,0,2.38101,
2845,L,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1724,58371,0,1.73874,SAPPHIRE405X384,0,3609,72388,0.445045,2.71142,VENUS500X384,0,4456,57161,0,2.40282,
2845,M,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2027,60102,0,1.87507,SAPPHIRE405X384,0,3676,74522.5,0.600866,2.64732,VENUS500X384,0,4362,55646.5,0,2.2997,
2845,M,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2292,57494.5,0,1.98589,SAPPHIRE405X384,0,3790,73818,0.936553,2.53935,VENUS500X384,0,4660,55490,0,2.39785,
2845,M,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2078,58131,1.11563,1.46222,SAPPHIRE405X384,0,3627,72762,0.501713,2.68128,VENUS500X384,0,4592,56144,0,2.41769,
2845,N,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1732,61594,0,1.67386,SAPPHIRE405X384,0,3668,75726,0.609982,2.63071,VENUS500X384,0,4496,56245,0,2.38388,
2845,N,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1984,57980,0,1.91153,SAPPHIRE405X384,0,3726,75309,0.668363,2.63874,VENUS500X384,0,4440,55251,0,2.35881,
2845,N,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2077,57929.5,0,1.83638,SAPPHIRE405X384,0,3539,72515.5,0.656243,2.58946,VENUS500X384,0,4496,53971,0,2.35996,
2845,N,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1996,59544,0,1.79713,SAPPHIRE405X384,0,3564,74340,0.61129,2.59174,VENUS500X384,0,4408,54143,0,2.38671,
2845,O,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1972,63745,0,1.75073,SAPPHIRE405X384,0,3713,77744,0.545606,2.62655,VENUS500X384,0,4583,57568,0,2.33716,
2845,O,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2090,58540.5,0.690028,1.59508,SAPPHIRE405X384,0,3702,76913,0.490454,2.63476,VENUS500X384,0,4726,56089,0,2.38761,
2845,O,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2071,57372,0,1.93204,SAPPHIRE405X384,0,3804,77672,0.555745,2.6439,VENUS500X384,0,4760,58560,0,2.38051,
2845,P,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2064,67144,0,1.767,SAPPHIRE405X384,0,3910,81533.5,0.617933,2.62349,VENUS500X384,0,4820,61236,0,2.33704,
2845,P,2,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1784,66776,0,1.5692,SAPPHIRE405X384,0,3718,79029,0.58184,2.60599,VENUS500X384,0,4556,60498.5,0,2.3128,
2845,P,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2088,61564,0,1.79996,SAPPHIRE405X384,0,3600,79772,0.579934,2.541,VENUS500X384,0,4616,57029,0,2.31451,
2845,P,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2405,62284,0,1.97669,SAPPHIRE405X384,0,3903,82180,0.458411,2.61921,VENUS500X384,0,4890,60600,0,2.36389,
2845,M,2,2.01E+11,17412,Raltitrexed monohydrate,CN(Cc1ccc2N=C(C)NC(=O)c2c1)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHERRY580X384,0,2187,60543,0.836405,1.54546,SAPPHIRE405X384,0,3821,75711,0.716889,2.61858,VENUS500X384,0,4651,54329,0,2.3823,
2845,I,2,2.01E+11,17414,Pemetrexed disodium,Nc1nc(O)c2c(CCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)c[nH]c2n1,CHERRY580X384,0,1932,58211,0,1.80775,SAPPHIRE405X384,0,3843,71888,0.654354,2.71374,VENUS500X384,0,4740,52728,0.583164,2.19698,
2845,O,16,SM_JHU-38,20007,"ABACAVIR, Abacavir Sulfate",Nc1nc(NC2CC2)c2ncn(C3CC(CO)C=C3)c2n1,CHERRY580X384,0,2002,60934,0,1.80663,SAPPHIRE405X384,0,3619,74858,0.470213,2.64921,VENUS500X384,0,4469,55999.5,0,2.3563,
2845,N,5,SM_JHU-70,20013,"ACECLIDINE, Aceclidine hydrochloride",CC(=O)OC1CN2CCC1CC2,CHERRY580X384,0,1981,58142.5,0.854215,1.51046,SAPPHIRE405X384,0,3731,73793,0.594302,2.66249,VENUS500X384,0,4474,52649,0,2.36517,
2845,O,12,SM_JHU-95,20023,"ACETARSONE, ACETARSOL",CC(=O)Nc1cc(ccc1O)[As](O)(O)=O,CHERRY580X384,0,2099,62539,0,1.90831,SAPPHIRE405X384,0,3660,73399,0.457288,2.69234,VENUS500X384,0,4582,55779,0,2.39591,
2845,B,18,SM_JHU-130,20035,ACIVICIN,NC(C1CC(Cl)=NO1)C(O)=O,CHERRY580X384,0,2040,12424,0,3.78183,SAPPHIRE405X384,0,3608,7534,0.537747,7.78427,VENUS500X384,0,4329,9841,0,5.42872,
2845,I,10,SM_JHU-132,20036,ACLARUBICIN,CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c2c(cc3C(=O)c4cccc(O)c4C(=O)c3c2O)C1C(=O)OC,CHERRY580X384,0,2215,56624,0.854921,1.64722,SAPPHIRE405X384,0,3713,70496,0.559005,2.70268,VENUS500X384,0,4553,52527,0.545923,2.16424,
2845,E,17,SM_JHU-138,20038,Aconitine,CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4[C@@H]1[C@@]3(C1C[C@@]3(O)[C@H](OC(=O)c5ccccc5)C1[C@]4(OC(C)=O)[C@@H](O)[C@@H]3OC)C(C[C@H]2O)OC,CHERRY580X384,0,2166,50265,0.701058,1.65579,SAPPHIRE405X384,0,3691,72416,0.652297,2.61723,VENUS500X384,0,4557,48131,0,2.37987,
2845,E,4,SM_JHU-143,20039,"Acriflavine, ACRIFLAVINIUM HYDROCHLORIDE, Acriflavine hydrochloride, Acriflavine (ACRIFLAVINIUM HYDROCHLORIDE)",Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12,CHERRY580X384,0,2048,102648,0,1.87022,SAPPHIRE405X384,0,34952,93610,5.03988,6.82062,VENUS500X384,0,8340,87082,0.927658,2.8335,
2845,O,18,SM_JHU-159,20041,"ACYCLOVIR, Acyclovir (Acycloguanosine)",Nc1nc(O)c2ncn(COCCO)c2n1,CHERRY580X384,0,1895,58894,0.576316,1.6431,SAPPHIRE405X384,0,3498,72497,0.562517,2.63278,VENUS500X384,0,4238,54562,0,2.33408,
2845,B,21,SM_JHU-214,20051,AKLOMIDE,NC(=O)c1ccc(cc1Cl)N(=O)=O,CHERRY580X384,0,2365,60751,0.832721,1.62587,SAPPHIRE405X384,0,3744,80015,0.558777,2.58447,VENUS500X384,0,4633,55473,0,2.34585,
2845,P,5,SM_JHU-222,20053,ALAPROCLATE,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,CHERRY580X384,0,2101,62343,0,1.83394,SAPPHIRE405X384,0,3744,79194,0.711472,2.55933,VENUS500X384,0,4523,59651,0,2.31615,
2845,A,8,SM_JHU-226,20054,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CHERRY580X384,0,2121,61296,0,1.78473,SAPPHIRE405X384,0,3672,77800,0.560869,2.62529,VENUS500X384,0,4592,55012,0,2.31966,
2845,J,5,SM_JHU-260,20060,"Alexidine, Alexidine dihydrochloride, ALEXIDINE HYDROCHLORIDE",CCCCC(CC)CN=C(N)NC(N)=NCCCCCCN=C(N)NC(N)=NCC(CC)CCCC,CHERRY580X384,0,1734,2100,0,4.59139,SAPPHIRE405X384,0,3674,4240,-11.4136,216.419,VENUS500X384,0,4213,3258,0,1.00E+07,
2845,G,22,SM_JHU-357,20076,"ALPRENOLOL, Alprenolol Hydrochloride",CC(C)NCC(O)COc1ccccc1CC=C,CHERRY580X384,0,1916,54613,0,1.75573,SAPPHIRE405X384,0,4204,76914,0.680178,2.72979,VENUS500X384,0,4803,53079,0,2.40471,
2845,D,10,SM_JHU-361,20078,"ALRESTATIN, Alrestatin Sodium",OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23,CHERRY580X384,0,2146,51154,0.974374,1.52981,SAPPHIRE405X384,0,3771,72672,0.586471,2.66452,VENUS500X384,0,4596,50468,0,2.40273,
2845,B,3,SM_JHU-428,20090,"AMANTADINE, Amantadine Hydrochloride, Amantadine hydrochloride (1-Adamantanamine hydrochloride)",NC12CC3CC(CC(C3)C1)C2,CHERRY580X384,0,2055,62019,0,1.75368,SAPPHIRE405X384,0,3640,76134,0.408602,2.67971,VENUS500X384,0,4635,55832,0,2.37471,
2845,B,5,SM_JHU-428,20090,"AMANTADINE, Amantadine Hydrochloride, Amantadine hydrochloride (1-Adamantanamine hydrochloride)",NC12CC3CC(CC(C3)C1)C2,CHERRY580X384,0,2288,58412,0.954597,1.56863,SAPPHIRE405X384,0,3688,76137,0.465204,2.67631,VENUS500X384,0,4627,54045,0,2.3644,
2845,O,22,SM_JHU-428,20090,"AMANTADINE, Amantadine Hydrochloride, Amantadine hydrochloride (1-Adamantanamine hydrochloride)",NC12CC3CC(CC(C3)C1)C2,CHERRY580X384,0,1892,58236,0,1.74443,SAPPHIRE405X384,0,3656,74600,0.615734,2.58706,VENUS500X384,0,4527,54205,0,2.32174,
2845,O,7,SM_JHU-501,20101,"AMINOGLUTETHIMIDE, (+-)-p-Aminoglutethimide",CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,CHERRY580X384,0,1856,60872,0,1.82798,SAPPHIRE405X384,0,3627,74784,0.6232,2.62969,VENUS500X384,0,4436,56207,0,2.33191,
2845,O,14,SM_JHU-514,20106,AMINOREX,NC1=NCC(O1)c1ccccc1,CHERRY580X384,0,2051,58756,0.62456,1.66343,SAPPHIRE405X384,0,3657,73277,0.478008,2.7139,VENUS500X384,0,4603,57121,0,2.38511,
2845,I,18,SM_JHU-518,20108,"AMINOSALICYLIC ACID, 5 Aminosalicylic acid, 4-Aminosalicylic acid, p-Aminosalicylic acid",Nc1cccc(C(O)=O)c1O,CHERRY580X384,0,1656,54956,0,1.70646,SAPPHIRE405X384,0,3678,69661,0.577705,2.68228,VENUS500X384,0,4540,49309.5,0.653329,2.11955,
2845,P,3,SM_JHU-524,20111,"AMIPRILOSE, Amiprilose Hydrochloride",CN(C)CCCOC1C(OC2OC(C)(C)OC12)C(O)CO,CHERRY580X384,0,2032,63376,0,1.85828,SAPPHIRE405X384,0,3712,79637,0.501946,2.6178,VENUS500X384,0,4653,59727,0,2.33991,
2845,A,7,SM_JHU-531,20113,Amitraz,CN(C=Nc1ccc(C)cc1C)C=Nc1ccc(C)cc1C,CHERRY580X384,0,2188,61044,0,1.81802,SAPPHIRE405X384,0,3815,78346.5,0.489678,2.67419,VENUS500X384,0,4721,57112,0,2.35903,
2845,K,16,SM_JHU-565,20119,"AMODIAQUINE, Amodiaquine Hydrochloride, Amodiaquin dihydrochloride dihydrate, AMODIAQUINE DIHYDROCHLORIDE, Amodiaquin",CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CHERRY580X384,0,1868,54739,0,1.74323,SAPPHIRE405X384,0,3686,69880,0.629822,2.67085,VENUS500X384,0,4461,50350,0,2.39617,
2845,F,15,SM_JHU-593,20122,"AMPHOTERICIN, Amphotericin B",CC1OC(OC2CC3OC(O)(CC(O)C3C(O)=O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=C2)C(O)C(N)C1O,CHERRY580X384,0,2068,54258,0.831306,1.56744,SAPPHIRE405X384,0,3780,72928,0.608654,2.65339,VENUS500X384,0,4708,49115.5,0.654074,2.13269,
2845,N,3,SM_JHU-657,20134,"ANISOMYCIN 0.1%, Anisomycin",COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,CHERRY580X384,0,1873,29772,0,6.47179,SAPPHIRE405X384,0,3549,54517.5,8.91794,4.71185,VENUS500X384,0,4394,32929,8.44756,4.8898,
2845,E,11,SM_JHU-715,20141,"APOMORPHINE, Apomorphine Hydrochloride, R(-) Apomorphine hydrochloride hemihydrate",CN1CCc2cccc-3c2C1Cc1ccc(O)c(O)c-31,CHERRY580X384,0,2044,55753,0,1.84931,SAPPHIRE405X384,0,3732,70238,0.711112,2.67801,VENUS500X384,0,4737,49971,0.597906,2.20093,
2845,D,3,SM_JHU-718,20143,Apramycin,CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC1OC(CO)C(N)C(O)C1O,CHERRY580X384,0,2310,55506,0.746101,1.67745,SAPPHIRE405X384,0,3906,76193,0.59018,2.6597,VENUS500X384,0,4807,51486,0,2.44294,
2845,G,12,SM_JHU-850,20162,ATOVAQUONE,OC1=C(C2CCC(CC2)c2ccc(Cl)cc2)C(=O)c2ccccc2C1=O,CHERRY580X384,0,2555,58769,0.674109,1.77762,SAPPHIRE405X384,0,3813,72032,0.696853,2.6374,VENUS500X384,0,4840,51531,0.621653,2.15239,
2845,J,7,SM_JHU-906,20169,Azaserine,NC(COC([O-])=C[N+]#N)C(O)=O,CHERRY580X384,0,2073,54642,0.543293,1.70048,SAPPHIRE405X384,0,3692,68450,0.623252,2.68468,VENUS500X384,0,4536,50735,0,2.40641,
2845,N,7,SM_JHU-933,20174,AZTREONAM,CC1C(NC(=O)C(=NOC(C)(C)C(O)=O)c2csc(N)n2)C(=O)N1S(O)(=O)=O,CHERRY580X384,0,1813,58654,0,1.7684,SAPPHIRE405X384,0,3580,70296.5,0.574022,2.68381,VENUS500X384,0,4416,52053.5,0,2.4065,
2845,N,9,SM_JHU-937,20175,"BACITRACIN, Bacitracin zinc salt",CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NC1CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC,CHERRY580X384,0,1957,57532,0,1.78215,SAPPHIRE405X384,0,3659,71233,0.675656,2.64575,VENUS500X384,0,4380,53025.5,0,2.35641,
2845,N,11,SM_JHU-1121,20206,"Benzoylpas Calcium, BENZOYLPAS",O.O.O.O.O.[CaH2].OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O.OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O,CHERRY580X384,0,1774,57031.5,0,1.74928,SAPPHIRE405X384,0,3587,71318,0.567778,2.65529,VENUS500X384,0,4438,50448,0,2.41132,
2845,A,22,SM_JHU-1145,20214,"Bephenium Hydroxynaphthoate, Bephenium hydroxy-naphthoate",Oc1cc2ccccc2cc1C([O-])=O.C[N+](C)(CCOc1ccccc1)Cc1ccccc1,CHERRY580X384,0,2338,65304,0,1.83105,SAPPHIRE405X384,0,3620,85733,0.394338,2.54085,VENUS500X384,0,4687,60663,0,2.30434,
